Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
42,-0.122137,-0.083969,-0.083969,-0.235596,-0.560791,0.773682,0.00,0.00,0.00
43,-0.091603,-0.152672,-0.396947,-0.235596,-0.561279,0.765137,0.00,0.00,0.00
44,-0.099237,-0.007634,-0.206107,-0.233887,-0.565674,0.769531,0.00,0.00,0.00
45,-0.129771,-0.099237,-0.183206,-0.236084,-0.568848,0.763916,0.00,0.00,0.00
46,-0.091603,0.007634,-0.152672,-0.237305,-0.562012,0.765625,0.00,0.00,0.00
47,-0.030534,-0.053435,-0.167939,-0.238525,-0.559814,0.767334,0.00,0.00,0.00
48,-0.053435,-0.030534,-0.229008,-0.234131,-0.567139,0.770508,0.00,0.00,0.00
49,-0.007634,-0.061069,-0.229008,-0.232178,-0.559814,0.766846,0.00,0.00,0.00
50,-0.114504,-0.068702,-0.229008,-0.236572,-0.567139,0.770264,0.00,0.00,0.00
51,-0.206107,-0.030534,-0.145038,-0.235840,-0.562256,0.766846,0.00,0.00,0.00
52,-0.099237,-0.007634,-0.114504,-0.233643,-0.561523,0.763672,0.00,0.00,0.00
53,-0.053435,-0.114504,-0.083969,-0.237549,-0.568359,0.772461,0.00,0.00,0.00
54,-0.221374,-0.114504,-0.251908,-0.233398,-0.566162,0.775879,0.00,0.00,0.00
55,-0.106870,-0.091603,-0.221374,-0.241455,-0.569824,0.767090,0.00,0.00,0.00
56,-0.122137,-0.152672,-0.221374,-0.230225,-0.564453,0.768066,0.00,0.00,0.00
57,0.038168,-0.053435,-0.206107,-0.231934,-0.562256,0.781006,0.00,0.00,0.00
58,-0.137405,-0.099237,-0.145038,-0.237793,-0.562012,0.760010,0.00,0.00,0.00
59,-0.183206,-0.068702,-0.206107,-0.230957,-0.567139,0.770996,0.00,0.00,0.00
60,-0.061069,-0.045802,-0.122137,-0.238281,-0.560791,0.769531,0.00,0.00,0.00
61,-0.099237,-0.030534,-0.053435,-0.240967,-0.567383,0.769531,0.00,0.00,0.00
62,-0.183206,-0.091603,-0.175573,-0.237061,-0.558594,0.771240,0.00,0.00,0.00
63,-0.099237,0.099237,-0.198473,-0.237549,-0.566895,0.766602,0.00,0.00,0.00
64,-0.053435,-0.015267,-0.221374,-0.238770,-0.564209,0.777100,0.00,0.00,0.00
65,-0.045802,0.015267,-0.122137,-0.238770,-0.567871,0.770752,0.00,0.00,0.00
66,-0.129771,0.038168,-0.061069,-0.237549,-0.561768,0.776367,0.00,0.00,0.00
67,-0.099237,-0.167939,-0.129771,-0.233887,-0.566895,0.767334,0.00,0.00,0.00
68,-0.198473,-0.015267,-0.190840,-0.234131,-0.563232,0.774170,0.00,0.00,0.00
69,-0.129771,0.022901,-0.251908,-0.238770,-0.566162,0.761230,0.00,0.00,0.00
70,-0.129771,0.015267,-0.213740,-0.236328,-0.565674,0.770752,0.00,0.00,0.00
71,-0.259542,0.000000,-0.061069,-0.233154,-0.566895,0.773926,0.00,0.00,0.00
72,-0.145038,-0.038168,-0.099237,-0.238525,-0.567627,0.774902,0.00,0.00,0.00
73,-0.076336,0.083969,-0.160305,-0.236572,-0.563721,0.765137,0.00,0.00,0.00
74,-0.122137,-0.099237,-0.229008,-0.237549,-0.569336,0.779541,0.00,0.00,0.00
75,-0.106870,0.022901,-0.175573,-0.232422,-0.564941,0.770752,0.00,0.00,0.00
76,-0.045802,0.061069,-0.175573,-0.235840,-0.564697,0.779053,0.00,0.00,0.00
77,-0.091603,0.045802,-0.106870,-0.230713,-0.563965,0.767090,0.00,0.00,0.00
78,-0.068702,0.053435,-0.312977,-0.242676,-0.568848,0.770020,0.00,0.00,0.00
79,-0.099237,-0.022901,0.000000,-0.230713,-0.562012,0.772705,0.00,0.00,0.00
80,0.061069,-0.030534,-0.045802,-0.236084,-0.562256,0.776855,0.00,0.00,0.00
81,-0.015267,-0.106870,-0.267176,-0.240479,-0.563965,0.768311,0.00,0.00,0.00
82,-0.068702,-0.076336,-0.198473,-0.243408,-0.563721,0.772705,0.00,0.00,0.00
83,-0.022901,-0.015267,-0.053435,-0.238037,-0.567871,0.769043,0.00,0.00,0.00
84,-0.160305,0.015267,-0.213740,-0.236084,-0.563965,0.764893,0.00,0.00,0.00
85,-0.030534,-0.061069,-0.152672,-0.237549,-0.567139,0.768311,0.00,0.00,0.00
86,-0.259542,-0.221374,-0.083969,-0.239014,-0.564209,0.767090,0.00,0.00,0.00
87,-0.099237,-0.114504,-0.175573,-0.235107,-0.562988,0.775146,0.00,0.00,0.00
88,0.053435,0.053435,-0.366412,-0.237793,-0.567139,0.770508,0.00,0.00,0.00
89,-0.045802,0.076336,-0.190840,-0.236572,-0.567627,0.761719,0.00,0.00,0.00
90,-0.114504,0.015267,-0.053435,-0.230957,-0.567627,0.777344,0.00,0.00,0.00
91,0.000000,-0.198473,-0.152672,-0.239258,-0.564453,0.774658,0.00,0.00,0.00
92,-0.114504,0.015267,-0.221374,-0.237305,-0.570068,0.763184,0.00,0.00,0.00
93,-0.045802,-0.030534,-0.312977,-0.232666,-0.564697,0.765137,0.00,0.00,0.00
94,0.015267,-0.175573,-0.221374,-0.235352,-0.566406,0.779297,0.00,0.00,0.00
95,0.083969,-0.022901,-0.290076,-0.235107,-0.560059,0.772217,0.00,0.00,0.00
96,-0.038168,0.061069,-0.190840,-0.234619,-0.566406,0.772949,0.00,0.00,0.00
97,-0.145038,-0.068702,-0.236641,-0.238770,-0.565186,0.778320,0.00,0.00,0.00
98,-0.061069,-0.045802,-0.122137,-0.232910,-0.562988,0.773926,0.00,0.00,0.00
99,-0.091603,-0.038168,-0.099237,-0.238281,-0.565918,0.771240,0.00,0.00,0.00
100,-0.152672,0.007634,-0.190840,-0.232422,-0.557861,0.781006,0.00,0.00,0.00
101,-0.129771,0.068702,-0.114504,-0.233643,-0.563965,0.770508,0.00,0.00,0.00
102,-0.045802,-0.038168,-0.160305,-0.239014,-0.559814,0.770264,0.00,0.00,0.00
103,-0.091603,-0.076336,-0.198473,-0.234863,-0.559814,0.774902,0.00,0.00,0.00
104,-0.007634,-0.167939,-0.053435,-0.235107,-0.565918,0.769043,0.00,0.00,0.00
105,-0.099237,-0.083969,-0.152672,-0.236572,-0.572021,0.781006,0.00,0.00,0.00
106,-0.175573,0.000000,-0.282443,-0.228027,-0.562988,0.767334,0.00,0.00,0.00
107,-0.206107,-0.152672,-0.175573,-0.238037,-0.563721,0.769043,0.00,0.00,0.00
108,0.030534,-0.038168,-0.175573,-0.236572,-0.560303,0.767822,0.00,0.00,0.00
109,-0.076336,-0.175573,-0.122137,-0.239014,-0.563965,0.768799,0.00,0.00,0.00
110,-0.007634,0.099237,-0.083969,-0.235352,-0.565674,0.762939,0.00,0.00,0.00
111,0.053435,-0.152672,-0.206107,-0.233398,-0.565918,0.774658,0.00,0.00,0.00
112,-0.114504,-0.091603,-0.366412,-0.236084,-0.566406,0.775146,0.00,0.00,0.00
113,-0.236641,0.129771,-0.114504,-0.231689,-0.558838,0.770020,0.00,0.00,0.00
114,0.022901,-0.022901,-0.297710,-0.231201,-0.568115,0.768311,0.00,0.00,0.00
115,-0.145038,-0.068702,-0.206107,-0.244385,-0.571289,0.760010,0.00,0.00,0.00
116,0.061069,-0.053435,-0.137405,-0.236572,-0.567871,0.767822,0.00,0.00,0.00
117,-0.175573,0.160305,-0.175573,-0.239746,-0.561523,0.768311,0.00,0.00,0.00
118,-0.190840,0.068702,-0.145038,-0.233398,-0.563477,0.767090,0.00,0.00,0.00
119,-0.091603,-0.053435,-0.244275,-0.235352,-0.568359,0.781738,0.00,0.00,0.00
120,-0.038168,-0.015267,-0.259542,-0.239746,-0.563232,0.779785,0.00,0.00,0.00
121,-0.190840,-0.091603,-0.129771,-0.239502,-0.562012,0.776367,0.00,0.00,0.00
122,0.022901,-0.099237,-0.152672,-0.244141,-0.561279,0.771973,0.00,0.00,0.00
123,-0.206107,0.000000,-0.122137,-0.235840,-0.564209,0.772217,0.00,0.00,0.00
124,-0.251908,-0.015267,-0.061069,-0.236328,-0.567139,0.772461,0.00,0.00,0.00
125,-0.106870,-0.015267,-0.244275,-0.238770,-0.567627,0.765137,0.00,0.00,0.00
126,-0.129771,0.106870,-0.068702,-0.239746,-0.569336,0.767578,0.00,0.00,0.00
127,-0.099237,-0.068702,-0.297710,-0.242920,-0.562988,0.772217,0.00,0.00,0.00
128,-0.160305,-0.206107,-0.160305,-0.239746,-0.568115,0.772461,0.00,0.00,0.00
129,-0.152672,-0.015267,-0.015267,-0.236328,-0.567383,0.776367,0.00,0.00,0.00
130,0.099237,0.015267,-0.160305,-0.239502,-0.567383,0.767334,0.00,0.00,0.00
131,0.030534,0.076336,-0.251908,-0.239990,-0.565918,0.767090,0.00,0.00,0.00
132,-0.053435,-0.083969,-0.229008,-0.241699,-0.565430,0.780029,0.00,0.00,0.00
133,-0.160305,0.000000,-0.091603,-0.239258,-0.562988,0.774170,0.00,0.00,0.00
134,0.007634,-0.083969,-0.229008,-0.235596,-0.566895,0.779053,0.00,0.00,0.00
135,-0.190840,-0.091603,-0.038168,-0.239014,-0.564697,0.772217,0.00,0.00,0.00
136,-0.068702,-0.167939,-0.366412,-0.237549,-0.565186,0.768311,0.00,0.00,0.00
137,0.000000,-0.099237,-0.099237,-0.235840,-0.568115,0.774414,0.00,0.00,0.00
138,0.106870,-0.061069,-0.267176,-0.238770,-0.563965,0.766357,0.00,0.00,0.00
139,-0.106870,-0.183206,-0.145038,-0.233398,-0.564941,0.771240,0.00,0.00,0.00
140,0.053435,-0.076336,-0.328244,-0.236328,-0.568115,0.770020,0.00,0.00,0.00
141,0.007634,-0.099237,-0.251908,-0.234619,-0.565430,0.773438,0.00,0.00,0.00
142,0.022901,-0.129771,-0.221374,-0.239502,-0.565186,0.767822,0.00,0.00,0.00
143,-0.106870,-0.053435,-0.114504,-0.230713,-0.565430,0.772217,0.00,0.00,0.00
144,-0.038168,-0.068702,-0.152672,-0.237549,-0.567383,0.774414,0.00,0.00,0.00
145,-0.106870,-0.045802,-0.206107,-0.235840,-0.572754,0.767334,0.00,0.00,0.00
146,-0.167939,-0.053435,-0.076336,-0.235596,-0.562988,0.772949,0.00,0.00,0.00
147,0.007634,-0.076336,-0.137405,-0.234863,-0.572754,0.778809,0.00,0.00,0.00
148,0.061069,-0.129771,-0.175573,-0.241699,-0.570068,0.771973,0.00,0.00,0.00
149,-0.137405,-0.167939,-0.221374,-0.236084,-0.568604,0.775391,0.00,0.00,0.00
150,0.137405,-0.198473,-0.137405,-0.238281,-0.564209,0.773682,0.00,0.00,0.00
151,-0.175573,-0.137405,-0.358779,-0.237305,-0.559814,0.774902,0.00,0.00,0.00
152,-0.022901,-0.312977,-0.114504,-0.232910,-0.564697,0.764893,0.00,0.00,0.00
153,0.068702,-0.152672,-0.175573,-0.236084,-0.566895,0.759521,0.00,0.00,0.00
154,0.007634,-0.022901,-0.076336,-0.233154,-0.561279,0.777344,0.00,0.00,0.00
155,0.022901,-0.045802,-0.259542,-0.235840,-0.561523,0.769043,0.00,0.00,0.00
156,-0.030534,-0.061069,-0.190840,-0.236816,-0.562500,0.770508,0.00,0.00,0.00
157,-0.152672,-0.083969,-0.236641,-0.236084,-0.562988,0.770264,0.00,0.00,0.00
158,-0.053435,0.000000,-0.129771,-0.237061,-0.560303,0.778809,0.00,0.00,0.00
159,0.030534,-0.068702,-0.061069,-0.238037,-0.564941,0.771240,0.00,0.00,0.00
160,0.061069,-0.114504,-0.267176,-0.239502,-0.561768,0.778320,0.00,0.00,0.00
161,-0.030534,0.145038,-0.091603,-0.235352,-0.564941,0.773682,0.00,0.00,0.00
162,-0.137405,-0.053435,-0.015267,-0.233643,-0.568115,0.763428,0.00,0.00,0.00
163,-0.083969,-0.022901,-0.145038,-0.234131,-0.561035,0.774902,0.00,0.00,0.00
164,-0.091603,-0.045802,-0.083969,-0.236816,-0.565918,0.768311,0.00,0.00,0.00
165,0.038168,-0.038168,-0.290076,-0.235596,-0.567383,0.775879,0.00,0.00,0.00
166,-0.145038,-0.122137,-0.221374,-0.239746,-0.562988,0.774658,0.00,0.00,0.00
167,-0.045802,0.015267,-0.213740,-0.235596,-0.561768,0.772705,0.00,0.00,0.00
168,-0.129771,0.000000,-0.198473,-0.240234,-0.566895,0.767578,0.00,0.00,0.00
169,-0.106870,-0.122137,-0.328244,-0.242920,-0.562012,0.767578,0.00,0.00,0.00
170,-0.190840,-0.213740,-0.183206,-0.236328,-0.564697,0.775146,0.00,0.00,0.00
171,-0.068702,-0.007634,-0.160305,-0.230225,-0.568604,0.763916,0.00,0.00,0.00
172,-0.198473,-0.183206,-0.183206,-0.237793,-0.567871,0.763672,0.00,0.00,0.00
173,0.053435,0.007634,-0.274809,-0.239990,-0.566162,0.779053,0.00,0.00,0.00
174,0.015267,0.038168,0.015267,-0.236084,-0.561279,0.768555,0.00,0.00,0.00
175,0.000000,-0.045802,-0.106870,-0.237549,-0.575439,0.767334,0.00,0.00,0.00
176,0.015267,-0.007634,-0.274809,-0.234619,-0.567627,0.778320,0.00,0.00,0.00
177,-0.099237,0.022901,-0.152672,-0.239502,-0.566162,0.775146,0.00,0.00,0.00
178,0.045802,-0.045802,-0.160305,-0.235352,-0.565918,0.773682,0.00,0.00,0.00
179,-0.114504,-0.175573,-0.343511,-0.233398,-0.568848,0.765137,0.00,0.00,0.00
180,-0.099237,0.083969,-0.259542,-0.230713,-0.562500,0.770264,0.00,0.00,0.00
181,-0.053435,-0.137405,-0.236641,-0.238037,-0.566162,0.761230,0.00,0.00,0.00
182,0.045802,-0.053435,-0.282443,-0.235107,-0.566650,0.775635,0.00,0.00,0.00
183,-0.114504,-0.106870,-0.198473,-0.229004,-0.563721,0.767090,0.00,0.00,0.00
184,-0.122137,0.076336,-0.244275,-0.229980,-0.566895,0.775879,0.00,0.00,0.00
185,-0.045802,-0.122137,-0.099237,-0.235840,-0.565918,0.771729,0.00,0.00,0.00
186,-0.022901,0.007634,-0.267176,-0.237549,-0.564697,0.768555,0.00,0.00,0.00
187,-0.137405,0.175573,-0.099237,-0.236084,-0.565186,0.766602,0.00,0.00,0.00
188,-0.022901,-0.007634,-0.076336,-0.235840,-0.567383,0.775391,0.00,0.00,0.00
189,-0.183206,0.038168,-0.083969,-0.235840,-0.568115,0.757812,0.00,0.00,0.00
190,-0.061069,0.045802,-0.175573,-0.241455,-0.566406,0.768555,0.00,0.00,0.00
191,0.007634,0.083969,-0.160305,-0.234375,-0.565430,0.767090,0.00,0.00,0.00
192,-0.091603,-0.053435,-0.038168,-0.238037,-0.569824,0.772461,0.00,0.00,0.00
193,-0.061069,0.045802,-0.229008,-0.229248,-0.567139,0.775391,0.00,0.00,0.00
194,-0.045802,0.053435,-0.213740,-0.233887,-0.567383,0.769531,0.00,0.00,0.00
195,-0.061069,0.061069,-0.099237,-0.240723,-0.565918,0.768555,0.00,0.00,0.00
196,-0.099237,0.022901,-0.114504,-0.237305,-0.567627,0.759033,0.00,0.00,0.00
197,-0.206107,0.091603,-0.175573,-0.232666,-0.566650,0.766357,0.00,0.00,0.00
198,0.015267,-0.106870,-0.129771,-0.233643,-0.572266,0.779053,0.00,0.00,0.00
199,-0.083969,0.022901,-0.137405,-0.240234,-0.565430,0.773926,0.00,0.00,0.00
200,-0.045802,-0.145038,-0.083969,-0.235840,-0.561279,0.774414,0.00,0.00,0.00
201,-0.175573,0.007634,-0.083969,-0.238037,-0.560791,0.778320,0.00,0.00,0.00
202,0.000000,-0.099237,-0.114504,-0.232666,-0.564941,0.779541,0.00,0.00,0.00
203,-0.076336,0.022901,-0.145038,-0.228027,-0.564209,0.773193,0.00,0.00,0.00
204,-0.267176,-0.083969,0.015267,-0.238770,-0.562012,0.770996,0.00,0.00,0.00
205,-0.175573,-0.038168,-0.068702,-0.239258,-0.571777,0.770752,0.00,0.00,0.00
206,0.022901,-0.038168,-0.175573,-0.232910,-0.562256,0.768799,0.00,0.00,0.00
207,0.038168,-0.045802,-0.145038,-0.239258,-0.569092,0.770020,0.00,0.00,0.00
208,-0.030534,-0.061069,-0.229008,-0.235352,-0.567139,0.763428,0.00,0.00,0.00
209,0.106870,-0.236641,-0.290076,-0.232422,-0.560547,0.774170,0.00,0.00,0.00
210,0.167939,-0.137405,-0.221374,-0.229492,-0.566895,0.778564,0.00,0.00,0.00
211,-0.022901,-0.198473,-0.183206,-0.238037,-0.567383,0.778320,0.00,0.00,0.00
212,0.083969,-0.076336,-0.328244,-0.236572,-0.562012,0.768066,0.00,0.00,0.00
213,-0.022901,-0.167939,-0.389313,-0.237549,-0.570557,0.776611,0.00,0.00,0.00
214,-0.091603,-0.167939,-0.312977,-0.234863,-0.566895,0.764893,0.00,0.00,0.00
215,-0.152672,-0.106870,-0.206107,-0.235107,-0.566162,0.769531,0.00,0.00,0.00
216,-0.099237,-0.038168,-0.312977,-0.241455,-0.562500,0.770020,0.00,0.00,0.00
217,0.061069,-0.282443,-0.312977,-0.232666,-0.570068,0.768311,0.00,0.00,0.00
218,0.000000,-0.015267,-0.259542,-0.232910,-0.569824,0.773193,0.00,0.00,0.00
219,-0.053435,-0.236641,-0.122137,-0.240967,-0.566895,0.779053,0.00,0.00,0.00
220,0.015267,-0.198473,-0.351145,-0.236572,-0.564209,0.772217,0.00,0.00,0.00
221,0.076336,-0.030534,-0.183206,-0.243408,-0.568848,0.772949,0.00,0.00,0.00
222,-0.122137,-0.045802,-0.297710,-0.235352,-0.564209,0.766113,0.00,0.00,0.00
223,0.022901,-0.030534,-0.206107,-0.239014,-0.569336,0.775391,0.00,0.00,0.00
224,0.053435,-0.122137,-0.358779,-0.240723,-0.567139,0.783447,0.00,0.00,0.00
225,-0.022901,-0.076336,-0.167939,-0.231445,-0.564209,0.771973,0.00,0.00,0.00
226,0.015267,-0.099237,-0.335878,-0.235840,-0.567871,0.770264,0.00,0.00,0.00
227,0.030534,-0.251908,-0.435115,-0.238770,-0.562500,0.765625,0.00,0.00,0.00
228,-0.213740,-0.061069,-0.198473,-0.234131,-0.574219,0.768066,0.00,0.00,0.00
229,-0.022901,-0.221374,-0.389313,-0.238770,-0.571777,0.774658,0.00,0.00,0.00
230,-0.122137,-0.267176,-0.374046,-0.235840,-0.568604,0.784424,0.00,0.00,0.00
231,0.137405,-0.267176,-0.396947,-0.238770,-0.572998,0.776123,0.00,0.00,0.00
232,0.091603,-0.236641,-0.297710,-0.236328,-0.570068,0.769043,0.00,0.00,0.00
233,-0.030534,-0.221374,-0.343511,-0.238037,-0.565186,0.769287,0.00,0.00,0.00
234,-0.015267,-0.183206,-0.450382,-0.240967,-0.558838,0.770752,0.00,0.00,0.00
235,-0.068702,-0.183206,-0.351145,-0.234131,-0.563965,0.774658,0.00,0.00,0.00
236,-0.038168,-0.129771,-0.229008,-0.234863,-0.566162,0.769043,0.00,0.00,0.00
237,0.053435,-0.206107,-0.328244,-0.239746,-0.571289,0.769287,0.00,0.00,0.00
238,-0.076336,-0.198473,-0.312977,-0.231934,-0.566895,0.774902,0.00,0.00,0.00
239,-0.083969,-0.091603,-0.244275,-0.235840,-0.567871,0.777832,0.00,0.00,0.00
240,-0.038168,-0.236641,-0.213740,-0.234375,-0.565674,0.770264,0.00,0.00,0.00
241,-0.122137,-0.167939,-0.312977,-0.236084,-0.570312,0.765381,0.00,0.00,0.00
242,-0.038168,-0.145038,-0.267176,-0.228516,-0.562988,0.763916,0.00,0.00,0.00
243,-0.106870,-0.145038,-0.251908,-0.230469,-0.563477,0.773926,0.00,0.00,0.00
244,-0.106870,-0.083969,-0.274809,-0.237305,-0.563477,0.767578,0.00,0.00,0.00
245,-0.068702,-0.038168,-0.290076,-0.234131,-0.568359,0.771973,0.00,0.00,0.00
246,0.282443,0.122137,-0.244275,-0.219971,-0.569336,0.769043,0.00,0.00,0.00
247,-0.175573,-0.206107,-0.274809,-0.238037,-0.563232,0.770508,0.00,0.00,0.00
248,-0.083969,-0.190840,-0.244275,-0.249268,-0.562500,0.772705,0.00,0.00,0.00
249,-0.129771,-0.167939,-0.328244,-0.232910,-0.565186,0.766602,0.00,0.00,0.00
250,-0.091603,-0.312977,-0.274809,-0.231445,-0.564209,0.768311,0.00,0.00,0.00
251,-0.022901,-0.167939,-0.190840,-0.238037,-0.561279,0.770264,0.00,0.00,0.00
252,-0.175573,-0.122137,-0.251908,-0.236572,-0.563965,0.770508,0.00,0.00,0.00
253,0.015267,-0.114504,-0.297710,-0.232910,-0.563721,0.766113,0.00,0.00,0.00
254,-0.145038,-0.221374,-0.412214,-0.233887,-0.567139,0.768311,0.00,0.00,0.00
255,-0.099237,-0.114504,-0.381679,-0.235107,-0.563965,0.769287,0.00,0.00,0.00
256,-0.244275,-0.083969,-0.297710,-0.229980,-0.566162,0.766602,0.00,0.00,0.00
257,-0.076336,0.022901,-0.091603,-0.232422,-0.565186,0.771240,0.00,0.00,0.00
258,-0.083969,-0.045802,-0.129771,-0.235107,-0.568115,0.771973,0.00,0.00,0.00
259,-0.061069,-0.038168,-0.290076,-0.239502,-0.565430,0.777588,0.00,0.00,0.00
260,-0.229008,-0.381679,-0.282443,-0.233643,-0.566406,0.775146,0.00,0.00,0.00
261,-0.183206,-0.045802,-0.236641,-0.230225,-0.563232,0.772949,0.00,0.00,0.00
262,-0.083969,-0.068702,-0.274809,-0.234619,-0.560791,0.769531,0.00,0.00,0.00
263,-0.129771,-0.068702,-0.221374,-0.234375,-0.561035,0.773926,0.00,0.00,0.00
264,-0.045802,0.083969,-0.022901,-0.233643,-0.568359,0.769043,0.00,0.00,0.00
265,-0.122137,0.076336,-0.206107,-0.232178,-0.564209,0.774902,0.00,0.00,0.00
266,-0.099237,0.206107,-0.045802,-0.231445,-0.568604,0.778320,0.00,0.00,0.00
267,-0.076336,-0.022901,-0.183206,-0.240234,-0.564941,0.767822,0.00,0.00,0.00
268,-0.366412,-0.061069,-0.167939,-0.234619,-0.563232,0.768799,0.00,0.00,0.00
269,-0.122137,-0.045802,-0.206107,-0.236328,-0.562744,0.774170,0.00,0.00,0.00
270,-0.190840,0.167939,-0.083969,-0.230469,-0.564941,0.773193,0.00,0.00,0.00
271,-0.145038,-0.083969,-0.175573,-0.232910,-0.569580,0.767578,0.00,0.00,0.00
272,-0.221374,-0.015267,-0.206107,-0.233398,-0.565674,0.772949,0.00,0.00,0.00
273,-0.274809,0.022901,-0.259542,-0.232666,-0.562012,0.773438,0.00,0.00,0.00
274,0.000000,-0.076336,-0.206107,-0.238525,-0.564209,0.778076,0.00,0.00,0.00
275,-0.282443,0.007634,-0.038168,-0.246338,-0.562744,0.778564,0.00,0.00,0.00
276,-0.175573,-0.183206,-0.236641,-0.240234,-0.566406,0.771973,0.00,0.00,0.00
277,-0.122137,-0.015267,-0.229008,-0.231445,-0.562988,0.779541,0.00,0.00,0.00
278,-0.129771,-0.022901,-0.091603,-0.234619,-0.566406,0.772461,0.00,0.00,0.00
279,-0.198473,0.007634,-0.229008,-0.232910,-0.571289,0.776611,0.00,0.00,0.00
280,-0.229008,-0.022901,-0.068702,-0.233154,-0.560791,0.775879,0.00,0.00,0.00
281,-0.068702,0.145038,-0.198473,-0.241943,-0.560303,0.769775,0.00,0.00,0.00
282,-0.259542,0.251908,-0.175573,-0.230957,-0.568115,0.770996,0.00,0.00,0.00
283,-0.152672,0.000000,-0.030534,-0.237793,-0.561523,0.766357,0.00,0.00,0.00
284,-0.129771,-0.007634,-0.038168,-0.239502,-0.564209,0.763184,0.00,0.00,0.00
