Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
37,0.106870,-0.312977,-0.122137,-0.268311,-0.546631,0.773682,0.00,0.00,0.00
38,0.145038,-0.343511,-0.091603,-0.272461,-0.540527,0.775879,0.00,0.00,0.00
39,0.022901,-0.221374,-0.251908,-0.267578,-0.548340,0.777588,0.00,0.00,0.00
40,-0.083969,-0.328244,-0.167939,-0.268799,-0.547363,0.779053,0.00,0.00,0.00
41,-0.129771,-0.297710,-0.267176,-0.265381,-0.548340,0.783447,0.00,0.00,0.00
42,0.030534,-0.061069,0.091603,-0.261719,-0.545898,0.778076,0.00,0.00,0.00
43,-0.007634,-0.282443,-0.167939,-0.264893,-0.547363,0.784668,0.00,0.00,0.00
44,0.007634,-0.091603,-0.244275,-0.258545,-0.541016,0.779053,0.00,0.00,0.00
45,-0.175573,-0.076336,-0.030534,-0.267090,-0.549072,0.775635,0.00,0.00,0.00
46,0.022901,-0.076336,-0.083969,-0.262451,-0.545654,0.779541,0.00,0.00,0.00
47,0.000000,-0.221374,-0.007634,-0.268799,-0.552734,0.776367,0.00,0.00,0.00
48,-0.145038,-0.106870,-0.213740,-0.263184,-0.551270,0.778320,0.00,0.00,0.00
49,0.030534,-0.221374,-0.137405,-0.267090,-0.550049,0.770996,0.00,0.00,0.00
50,0.038168,-0.122137,-0.076336,-0.260986,-0.546387,0.776123,0.00,0.00,0.00
51,-0.068702,-0.129771,-0.022901,-0.265137,-0.545410,0.785400,0.00,0.00,0.00
52,-0.007634,-0.152672,-0.114504,-0.259766,-0.554688,0.786621,0.00,0.00,0.00
53,-0.007634,-0.145038,-0.068702,-0.264648,-0.546875,0.779541,0.00,0.00,0.00
54,-0.061069,-0.236641,-0.190840,-0.268066,-0.546387,0.778564,0.00,0.00,0.00
55,-0.007634,-0.076336,-0.099237,-0.274658,-0.545898,0.773438,0.00,0.00,0.00
56,0.038168,-0.190840,-0.129771,-0.266113,-0.547852,0.775391,0.00,0.00,0.00
57,-0.229008,-0.152672,-0.190840,-0.266113,-0.546143,0.782959,0.00,0.00,0.00
58,-0.045802,-0.106870,-0.045802,-0.267578,-0.553467,0.783691,0.00,0.00,0.00
59,0.053435,-0.175573,-0.297710,-0.263672,-0.545166,0.790771,0.00,0.00,0.00
60,-0.061069,-0.175573,-0.106870,-0.263672,-0.552979,0.774902,0.00,0.00,0.00
61,0.106870,-0.229008,-0.114504,-0.265869,-0.543213,0.789307,0.00,0.00,0.00
62,0.076336,-0.106870,-0.167939,-0.265869,-0.545410,0.774170,0.00,0.00,0.00
63,-0.099237,-0.213740,-0.251908,-0.269775,-0.543213,0.777100,0.00,0.00,0.00
64,-0.022901,-0.320611,-0.122137,-0.262207,-0.546875,0.778320,0.00,0.00,0.00
65,0.061069,-0.351145,-0.198473,-0.268555,-0.539551,0.782715,0.00,0.00,0.00
66,0.030534,-0.198473,-0.389313,-0.263184,-0.548584,0.781006,0.00,0.00,0.00
67,-0.083969,-0.244275,-0.175573,-0.256592,-0.541992,0.771729,0.00,0.00,0.00
68,0.030534,-0.190840,-0.259542,-0.260498,-0.547607,0.772949,0.00,0.00,0.00
69,-0.083969,-0.229008,-0.183206,-0.261963,-0.549316,0.778809,0.00,0.00,0.00
70,0.000000,-0.244275,-0.091603,-0.258057,-0.547607,0.779541,0.00,0.00,0.00
71,-0.015267,-0.274809,-0.083969,-0.269043,-0.544189,0.781738,0.00,0.00,0.00
72,0.038168,-0.229008,-0.160305,-0.265381,-0.552490,0.781250,0.00,0.00,0.00
73,-0.061069,-0.297710,-0.190840,-0.263672,-0.548340,0.781738,0.00,0.00,0.00
74,-0.045802,-0.045802,-0.244275,-0.264648,-0.553467,0.777588,0.00,0.00,0.00
75,0.045802,-0.290076,-0.213740,-0.261230,-0.545410,0.785645,0.00,0.00,0.00
76,0.007634,-0.251908,-0.122137,-0.264893,-0.550293,0.777100,0.00,0.00,0.00
77,0.007634,-0.229008,-0.259542,-0.266357,-0.547607,0.779541,0.00,0.00,0.00
78,-0.061069,-0.251908,-0.175573,-0.269043,-0.542725,0.778564,0.00,0.00,0.00
79,0.038168,-0.358779,-0.183206,-0.268799,-0.549561,0.774414,0.00,0.00,0.00
80,0.114504,-0.351145,-0.099237,-0.256592,-0.546875,0.781982,0.00,0.00,0.00
81,0.076336,-0.229008,-0.190840,-0.269043,-0.546875,0.778320,0.00,0.00,0.00
82,0.114504,-0.366412,-0.290076,-0.260498,-0.546143,0.781494,0.00,0.00,0.00
83,0.122137,-0.374046,-0.229008,-0.269287,-0.542725,0.778320,0.00,0.00,0.00
84,0.137405,-0.442748,-0.083969,-0.263916,-0.545166,0.770752,0.00,0.00,0.00
85,0.114504,-0.374046,-0.404580,-0.266113,-0.544189,0.780273,0.00,0.00,0.00
86,0.381679,-0.290076,-0.282443,-0.262939,-0.547852,0.781250,0.00,0.00,0.00
87,0.152672,-0.282443,-0.374046,-0.260986,-0.549072,0.775879,0.00,0.00,0.00
88,0.137405,-0.480916,-0.190840,-0.265625,-0.553223,0.775879,0.00,0.00,0.00
89,0.083969,-0.229008,-0.106870,-0.259277,-0.548584,0.770752,0.00,0.00,0.00
90,0.114504,-0.343511,-0.106870,-0.257568,-0.547363,0.782471,0.00,0.00,0.00
91,0.183206,-0.358779,-0.297710,-0.264160,-0.549805,0.780762,0.00,0.00,0.00
92,0.183206,-0.473282,-0.183206,-0.262939,-0.547852,0.783203,0.00,0.00,0.00
93,0.129771,-0.427481,-0.145038,-0.260010,-0.545654,0.785889,0.00,0.00,0.00
94,0.137405,-0.389313,-0.175573,-0.263428,-0.547363,0.777344,0.00,0.00,0.00
95,0.091603,-0.419847,-0.312977,-0.267578,-0.547607,0.777832,0.00,0.00,0.00
96,0.114504,-0.374046,-0.312977,-0.261230,-0.548828,0.776367,0.00,0.00,0.00
97,0.114504,-0.290076,-0.221374,-0.264404,-0.548584,0.767334,0.00,0.00,0.00
98,0.129771,-0.343511,-0.167939,-0.258789,-0.542480,0.776367,0.00,0.00,0.00
99,0.068702,-0.351145,-0.366412,-0.260742,-0.544678,0.787842,0.00,0.00,0.00
100,0.251908,-0.244275,-0.183206,-0.261719,-0.545410,0.783691,0.00,0.00,0.00
101,0.061069,-0.297710,-0.190840,-0.270996,-0.549316,0.781982,0.00,0.00,0.00
102,0.274809,-0.442748,-0.366412,-0.259277,-0.545410,0.781494,0.00,0.00,0.00
103,0.129771,-0.351145,-0.297710,-0.262207,-0.550293,0.774170,0.00,0.00,0.00
104,0.198473,-0.412214,-0.160305,-0.263184,-0.550049,0.773682,0.00,0.00,0.00
105,0.152672,-0.297710,-0.366412,-0.262939,-0.545654,0.772217,0.00,0.00,0.00
106,-0.038168,-0.267176,-0.198473,-0.261230,-0.550293,0.780762,0.00,0.00,0.00
107,0.129771,-0.175573,-0.091603,-0.257568,-0.548340,0.778320,0.00,0.00,0.00
108,-0.007634,-0.229008,-0.259542,-0.259033,-0.549072,0.783691,0.00,0.00,0.00
109,-0.038168,0.007634,-0.251908,-0.263184,-0.542969,0.781006,0.00,0.00,0.00
110,-0.007634,-0.076336,-0.251908,-0.266113,-0.550049,0.776855,0.00,0.00,0.00
111,0.015267,-0.076336,-0.244275,-0.264648,-0.552002,0.774902,0.00,0.00,0.00
112,-0.053435,-0.137405,-0.259542,-0.262451,-0.548828,0.774658,0.00,0.00,0.00
113,0.015267,-0.007634,-0.244275,-0.260254,-0.542725,0.789307,0.00,0.00,0.00
114,-0.030534,-0.160305,-0.122137,-0.262451,-0.545166,0.783936,0.00,0.00,0.00
115,-0.068702,0.030534,-0.290076,-0.259033,-0.550781,0.776123,0.00,0.00,0.00
116,-0.106870,-0.152672,-0.129771,-0.269531,-0.545166,0.782227,0.00,0.00,0.00
117,-0.160305,-0.206107,-0.038168,-0.261230,-0.544678,0.781982,0.00,0.00,0.00
118,0.045802,0.053435,-0.221374,-0.270020,-0.550537,0.773926,0.00,0.00,0.00
119,-0.091603,0.190840,-0.045802,-0.262451,-0.542725,0.780029,0.00,0.00,0.00
120,-0.167939,-0.068702,-0.160305,-0.267822,-0.545898,0.772949,0.00,0.00,0.00
121,-0.152672,-0.061069,-0.229008,-0.257812,-0.544922,0.781006,0.00,0.00,0.00
122,0.053435,0.038168,-0.137405,-0.265625,-0.549561,0.777832,0.00,0.00,0.00
123,-0.122137,0.083969,-0.114504,-0.267578,-0.547363,0.779785,0.00,0.00,0.00
124,-0.175573,0.114504,-0.083969,-0.262451,-0.549316,0.777100,0.00,0.00,0.00
125,-0.076336,0.015267,-0.083969,-0.265869,-0.547119,0.781982,0.00,0.00,0.00
126,-0.198473,0.190840,0.038168,-0.261719,-0.550537,0.780518,0.00,0.00,0.00
127,-0.091603,0.083969,0.083969,-0.259277,-0.547363,0.774170,0.00,0.00,0.00
128,-0.198473,0.175573,0.007634,-0.260010,-0.549316,0.774902,0.00,0.00,0.00
129,-0.244275,0.122137,-0.045802,-0.259277,-0.547119,0.780762,0.00,0.00,0.00
130,-0.167939,0.206107,0.076336,-0.264648,-0.547363,0.788330,0.00,0.00,0.00
131,-0.122137,0.145038,-0.145038,-0.263428,-0.547363,0.781494,0.00,0.00,0.00
132,-0.206107,0.206107,0.000000,-0.262451,-0.544189,0.777588,0.00,0.00,0.00
133,-0.145038,0.099237,0.053435,-0.262939,-0.548340,0.782471,0.00,0.00,0.00
134,-0.129771,0.305344,0.061069,-0.259766,-0.545410,0.775391,0.00,0.00,0.00
135,-0.305344,0.167939,0.129771,-0.257812,-0.550049,0.789551,0.00,0.00,0.00
136,-0.221374,0.083969,-0.030534,-0.265625,-0.541504,0.790039,0.00,0.00,0.00
137,-0.030534,0.236641,-0.053435,-0.263672,-0.545654,0.779297,0.00,0.00,0.00
138,-0.221374,0.099237,-0.038168,-0.262939,-0.549561,0.776123,0.00,0.00,0.00
139,-0.183206,0.175573,-0.045802,-0.260254,-0.543945,0.777832,0.00,0.00,0.00
140,-0.137405,0.152672,-0.106870,-0.261475,-0.551758,0.770752,0.00,0.00,0.00
141,-0.206107,0.206107,-0.122137,-0.266113,-0.547852,0.785156,0.00,0.00,0.00
143,-0.045802,-0.022901,-0.122137,-0.267822,-0.554932,0.774170,0.00,0.00,0.00
144,-0.137405,0.053435,-0.091603,-0.270752,-0.555664,0.767822,0.00,0.00,0.00
145,-0.236641,-0.083969,0.053435,-0.268799,-0.549805,0.770996,0.00,0.00,0.00
146,-0.091603,0.068702,0.190840,-0.269043,-0.554443,0.767822,0.00,0.00,0.00
147,-0.183206,0.221374,-0.061069,-0.273682,-0.557129,0.765381,0.00,0.00,0.00
148,-0.221374,0.145038,0.076336,-0.276367,-0.557129,0.755371,0.00,0.00,0.00
149,-0.251908,0.152672,-0.030534,-0.275635,-0.557617,0.769531,0.00,0.00,0.00
150,-0.351145,-0.022901,-0.083969,-0.269775,-0.556396,0.773193,0.00,0.00,0.00
151,-0.137405,0.068702,-0.083969,-0.270752,-0.562012,0.776855,0.00,0.00,0.00
152,0.030534,0.206107,-0.213740,-0.269287,-0.553467,0.766357,0.00,0.00,0.00
153,-0.068702,0.129771,-0.007634,-0.273193,-0.557129,0.769043,0.00,0.00,0.00
154,-0.152672,0.213740,0.030534,-0.267334,-0.554199,0.762451,0.00,0.00,0.00
155,-0.251908,0.297710,-0.083969,-0.273193,-0.554443,0.769287,0.00,0.00,0.00
156,-0.206107,0.290076,0.083969,-0.275391,-0.553711,0.765625,0.00,0.00,0.00
157,-0.206107,0.351145,0.091603,-0.274170,-0.558105,0.771240,0.00,0.00,0.00
158,-0.145038,0.267176,0.137405,-0.278809,-0.557129,0.771729,0.00,0.00,0.00
159,-0.114504,0.221374,-0.190840,-0.268799,-0.555664,0.770996,0.00,0.00,0.00
160,-0.190840,0.175573,-0.038168,-0.274902,-0.556641,0.758789,0.00,0.00,0.00
161,-0.251908,0.015267,-0.053435,-0.271729,-0.560303,0.760742,0.00,0.00,0.00
162,-0.213740,0.068702,-0.152672,-0.275391,-0.557861,0.761475,0.00,0.00,0.00
163,0.015267,0.053435,-0.221374,-0.274902,-0.556641,0.768066,0.00,0.00,0.00
164,-0.068702,0.267176,-0.122137,-0.270996,-0.552979,0.768066,0.00,0.00,0.00
165,0.022901,0.183206,-0.251908,-0.280029,-0.555420,0.764404,0.00,0.00,0.00
166,-0.061069,0.106870,-0.099237,-0.272705,-0.558350,0.760498,0.00,0.00,0.00
167,-0.137405,0.206107,-0.076336,-0.270264,-0.556885,0.771729,0.00,0.00,0.00
168,-0.183206,0.068702,-0.152672,-0.270020,-0.555908,0.762939,0.00,0.00,0.00
169,-0.167939,0.152672,-0.183206,-0.271729,-0.558838,0.764160,0.00,0.00,0.00
170,-0.007634,0.221374,-0.251908,-0.269775,-0.556641,0.756592,0.00,0.00,0.00
171,-0.145038,-0.045802,-0.221374,-0.275391,-0.559814,0.767578,0.00,0.00,0.00
172,-0.091603,0.106870,-0.038168,-0.273193,-0.556641,0.769775,0.00,0.00,0.00
173,-0.061069,0.068702,-0.190840,-0.271484,-0.554443,0.763184,0.00,0.00,0.00
174,-0.007634,0.160305,-0.366412,-0.272461,-0.560547,0.761963,0.00,0.00,0.00
175,0.083969,-0.015267,-0.175573,-0.269531,-0.560059,0.769775,0.00,0.00,0.00
176,0.129771,0.114504,-0.236641,-0.272217,-0.555176,0.761230,0.00,0.00,0.00
177,0.000000,0.122137,-0.221374,-0.272949,-0.552734,0.770752,0.00,0.00,0.00
178,0.045802,0.122137,-0.351145,-0.271484,-0.554688,0.763916,0.00,0.00,0.00
179,0.206107,0.038168,-0.305344,-0.274414,-0.556885,0.777832,0.00,0.00,0.00
180,0.190840,0.083969,-0.145038,-0.272217,-0.555664,0.765137,0.00,0.00,0.00
181,0.038168,0.000000,-0.091603,-0.273926,-0.555420,0.775146,0.00,0.00,0.00
182,0.076336,0.061069,-0.206107,-0.276367,-0.557617,0.762207,0.00,0.00,0.00
183,0.091603,-0.061069,-0.267176,-0.271240,-0.564941,0.769043,0.00,0.00,0.00
184,0.106870,-0.190840,-0.114504,-0.274170,-0.556152,0.763428,0.00,0.00,0.00
185,0.076336,-0.038168,-0.053435,-0.271240,-0.560303,0.770996,0.00,0.00,0.00
186,0.076336,0.045802,-0.290076,-0.266113,-0.559814,0.772217,0.00,0.00,0.00
187,-0.106870,-0.137405,-0.167939,-0.270020,-0.554443,0.772217,0.00,0.00,0.00
188,0.045802,-0.015267,-0.183206,-0.272461,-0.557861,0.766357,0.00,0.00,0.00
189,0.015267,-0.145038,-0.145038,-0.267090,-0.562256,0.764893,0.00,0.00,0.00
190,-0.091603,0.022901,-0.137405,-0.270264,-0.553955,0.770264,0.00,0.00,0.00
191,-0.083969,-0.030534,-0.137405,-0.274658,-0.551270,0.765869,0.00,0.00,0.00
192,0.015267,-0.038168,0.007634,-0.270752,-0.555176,0.776367,0.00,0.00,0.00
193,0.007634,0.114504,-0.122137,-0.275635,-0.557617,0.771240,0.00,0.00,0.00
194,-0.091603,0.091603,-0.152672,-0.278076,-0.562500,0.767578,0.00,0.00,0.00
195,-0.061069,-0.114504,-0.305344,-0.270752,-0.559326,0.770752,0.00,0.00,0.00
196,-0.007634,0.167939,-0.045802,-0.268311,-0.553711,0.760742,0.00,0.00,0.00
197,-0.053435,-0.106870,-0.045802,-0.268799,-0.550781,0.770752,0.00,0.00,0.00
198,-0.053435,0.053435,-0.083969,-0.273926,-0.556152,0.774658,0.00,0.00,0.00
199,-0.068702,-0.076336,-0.061069,-0.271729,-0.559082,0.772217,0.00,0.00,0.00
200,-0.129771,-0.183206,-0.099237,-0.278809,-0.552246,0.768066,0.00,0.00,0.00
201,-0.221374,-0.045802,-0.244275,-0.277100,-0.557129,0.759521,0.00,0.00,0.00
202,-0.122137,-0.122137,-0.251908,-0.270752,-0.554688,0.763184,0.00,0.00,0.00
203,0.061069,0.091603,-0.152672,-0.269287,-0.558594,0.764160,0.00,0.00,0.00
204,0.137405,-0.022901,-0.022901,-0.270752,-0.554688,0.761963,0.00,0.00,0.00
205,0.160305,0.000000,-0.122137,-0.275635,-0.554199,0.768311,0.00,0.00,0.00
206,-0.022901,0.076336,-0.145038,-0.264160,-0.559082,0.770020,0.00,0.00,0.00
207,0.015267,0.022901,-0.160305,-0.271729,-0.552979,0.769287,0.00,0.00,0.00
208,-0.106870,-0.030534,-0.305344,-0.272461,-0.558105,0.765869,0.00,0.00,0.00
209,0.015267,0.007634,-0.091603,-0.272705,-0.559814,0.769531,0.00,0.00,0.00
210,0.000000,-0.137405,-0.229008,-0.267578,-0.557129,0.775635,0.00,0.00,0.00
211,0.022901,-0.015267,-0.083969,-0.270264,-0.558838,0.768311,0.00,0.00,0.00
212,-0.015267,0.007634,-0.229008,-0.268066,-0.554199,0.772949,0.00,0.00,0.00
213,0.015267,0.076336,-0.160305,-0.265381,-0.556885,0.767822,0.00,0.00,0.00
214,-0.068702,-0.015267,-0.145038,-0.270752,-0.557617,0.768555,0.00,0.00,0.00
215,-0.030534,0.206107,-0.282443,-0.271484,-0.548584,0.771484,0.00,0.00,0.00
216,-0.007634,-0.145038,-0.175573,-0.270752,-0.554932,0.771729,0.00,0.00,0.00
217,-0.083969,0.068702,-0.091603,-0.273193,-0.555908,0.767334,0.00,0.00,0.00
218,-0.099237,0.129771,-0.099237,-0.271729,-0.554199,0.766602,0.00,0.00,0.00
219,-0.106870,-0.045802,-0.206107,-0.267334,-0.561523,0.771484,0.00,0.00,0.00
220,0.045802,-0.129771,-0.137405,-0.267090,-0.555664,0.769775,0.00,0.00,0.00
221,0.015267,-0.137405,-0.175573,-0.270752,-0.560791,0.764648,0.00,0.00,0.00
222,0.015267,-0.190840,0.007634,-0.275635,-0.561768,0.766846,0.00,0.00,0.00
223,0.061069,-0.496183,-0.267176,-0.271973,-0.563721,0.772461,0.00,0.00,0.00
224,0.038168,-0.320611,-0.160305,-0.270752,-0.552490,0.768311,0.00,0.00,0.00
225,-0.045802,-0.198473,-0.160305,-0.267090,-0.557617,0.764160,0.00,0.00,0.00
226,0.137405,-0.152672,-0.152672,-0.269775,-0.558350,0.772461,0.00,0.00,0.00
227,-0.045802,-0.129771,-0.267176,-0.267334,-0.553467,0.759521,0.00,0.00,0.00
228,0.137405,-0.229008,-0.068702,-0.277588,-0.556396,0.769531,0.00,0.00,0.00
229,0.137405,-0.145038,-0.145038,-0.274414,-0.567139,0.767090,0.00,0.00,0.00
230,0.122137,-0.114504,-0.290076,-0.268799,-0.558105,0.775635,0.00,0.00,0.00
231,0.045802,-0.167939,-0.198473,-0.272461,-0.553955,0.764648,0.00,0.00,0.00
232,0.053435,0.068702,-0.251908,-0.269531,-0.560547,0.769531,0.00,0.00,0.00
233,0.068702,-0.091603,-0.122137,-0.270752,-0.558594,0.770264,0.00,0.00,0.00
234,-0.091603,-0.152672,-0.244275,-0.276611,-0.558350,0.768311,0.00,0.00,0.00
235,0.160305,-0.274809,-0.198473,-0.270020,-0.554688,0.777832,0.00,0.00,0.00
236,0.190840,-0.122137,-0.061069,-0.274658,-0.559326,0.765137,0.00,0.00,0.00
237,0.030534,-0.106870,-0.167939,-0.269043,-0.552490,0.764893,0.00,0.00,0.00
238,0.198473,-0.114504,-0.229008,-0.274170,-0.552490,0.773682,0.00,0.00,0.00
239,-0.091603,-0.213740,-0.190840,-0.272949,-0.559814,0.770752,0.00,0.00,0.00
240,-0.053435,-0.152672,-0.229008,-0.269531,-0.556885,0.770264,0.00,0.00,0.00
241,0.015267,-0.358779,-0.145038,-0.277588,-0.555176,0.774658,0.00,0.00,0.00
242,0.099237,-0.213740,-0.106870,-0.269531,-0.557617,0.766846,0.00,0.00,0.00
243,0.145038,-0.190840,-0.129771,-0.270264,-0.560059,0.759521,0.00,0.00,0.00
244,0.137405,-0.267176,-0.114504,-0.275635,-0.551758,0.769043,0.00,0.00,0.00
245,-0.022901,-0.167939,-0.244275,-0.272949,-0.551025,0.759766,0.00,0.00,0.00
246,0.045802,-0.221374,-0.290076,-0.269043,-0.560303,0.773193,0.00,0.00,0.00
247,0.053435,-0.007634,-0.183206,-0.268799,-0.559082,0.770264,0.00,0.00,0.00
248,0.190840,-0.343511,-0.244275,-0.273682,-0.557617,0.769043,0.00,0.00,0.00
249,0.160305,-0.290076,-0.389313,-0.277344,-0.557129,0.767822,0.00,0.00,0.00
250,0.137405,0.007634,-0.274809,-0.271729,-0.553955,0.776367,0.00,0.00,0.00
251,0.145038,-0.167939,-0.328244,-0.272217,-0.561035,0.765381,0.00,0.00,0.00
252,0.061069,-0.076336,-0.206107,-0.264160,-0.554199,0.768799,0.00,0.00,0.00
253,-0.007634,-0.091603,-0.251908,-0.273438,-0.556641,0.763672,0.00,0.00,0.00
254,0.053435,-0.106870,-0.137405,-0.269531,-0.550537,0.765381,0.00,0.00,0.00
255,0.122137,-0.038168,-0.068702,-0.276367,-0.558594,0.770264,0.00,0.00,0.00
256,0.000000,-0.091603,-0.206107,-0.270752,-0.554443,0.761719,0.00,0.00,0.00
257,-0.152672,-0.099237,-0.320611,-0.273682,-0.562012,0.763428,0.00,0.00,0.00
258,0.053435,-0.091603,-0.259542,-0.271484,-0.553711,0.763428,0.00,0.00,0.00
259,0.000000,0.000000,-0.320611,-0.273193,-0.561035,0.762939,0.00,0.00,0.00
260,-0.053435,-0.152672,-0.343511,-0.267578,-0.554443,0.764648,0.00,0.00,0.00
261,0.129771,-0.290076,-0.145038,-0.271729,-0.553467,0.760010,0.00,0.00,0.00
262,0.068702,-0.145038,-0.106870,-0.267578,-0.556641,0.770508,0.00,0.00,0.00
263,0.007634,-0.160305,-0.305344,-0.268066,-0.553955,0.768799,0.00,0.00,0.00
264,0.015267,-0.244275,-0.229008,-0.277344,-0.556396,0.778564,0.00,0.00,0.00
265,0.068702,-0.167939,-0.206107,-0.270752,-0.555176,0.772949,0.00,0.00,0.00
266,-0.045802,-0.030534,-0.053435,-0.271729,-0.553955,0.766113,0.00,0.00,0.00
267,-0.076336,-0.030534,-0.221374,-0.267090,-0.554932,0.774170,0.00,0.00,0.00
268,0.007634,0.122137,-0.366412,-0.276611,-0.553955,0.766846,0.00,0.00,0.00
269,0.022901,-0.015267,-0.083969,-0.275146,-0.552734,0.774902,0.00,0.00,0.00
270,0.007634,0.022901,-0.251908,-0.275391,-0.555908,0.763184,0.00,0.00,0.00
271,-0.022901,-0.030534,-0.259542,-0.272217,-0.552979,0.769043,0.00,0.00,0.00
272,-0.038168,0.000000,-0.083969,-0.274414,-0.557373,0.770996,0.00,0.00,0.00
273,0.076336,0.045802,-0.351145,-0.275146,-0.558350,0.771973,0.00,0.00,0.00
274,0.038168,-0.091603,-0.343511,-0.265381,-0.556885,0.766357,0.00,0.00,0.00
275,-0.038168,-0.099237,-0.083969,-0.269287,-0.554199,0.772949,0.00,0.00,0.00
276,-0.106870,-0.061069,-0.099237,-0.275146,-0.553955,0.774414,0.00,0.00,0.00
277,-0.038168,0.015267,-0.068702,-0.268066,-0.552979,0.766357,0.00,0.00,0.00
278,-0.022901,0.122137,-0.221374,-0.265869,-0.560547,0.769531,0.00,0.00,0.00
279,-0.068702,-0.030534,-0.290076,-0.269531,-0.558105,0.760254,0.00,0.00,0.00
280,0.015267,-0.083969,-0.145038,-0.270752,-0.559814,0.764893,0.00,0.00,0.00
281,-0.007634,-0.206107,-0.259542,-0.270020,-0.558105,0.761475,0.00,0.00,0.00
282,0.015267,-0.190840,-0.206107,-0.272949,-0.558105,0.772217,0.00,0.00,0.00
283,-0.045802,-0.076336,-0.244275,-0.269287,-0.555420,0.766113,0.00,0.00,0.00
284,0.099237,-0.022901,-0.297710,-0.270996,-0.558350,0.766846,0.00,0.00,0.00
285,-0.038168,-0.015267,-0.160305,-0.277832,-0.554688,0.771729,0.00,0.00,0.00
286,-0.053435,0.007634,-0.267176,-0.271973,-0.556641,0.773438,0.00,0.00,0.00
287,-0.076336,-0.076336,-0.213740,-0.272217,-0.556396,0.777100,0.00,0.00,0.00
