Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
110,0.717557,-1.923664,1.267176,0.003662,-0.971924,-0.123779,0.00,0.00,0.00
111,2.251908,-3.511450,2.389313,-0.024170,-0.973145,-0.085449,0.00,0.00,0.00
112,-1.030534,-3.908397,1.068702,0.026123,-1.006836,-0.125000,0.00,0.00,0.00
113,-0.053435,-3.587786,2.083969,0.018555,-0.987061,-0.092773,0.00,0.00,0.00
114,-1.022901,-3.534351,2.687023,0.007812,-0.970947,-0.119141,0.00,0.00,0.00
115,-0.343511,-3.977099,2.076336,0.044189,-0.960938,-0.110596,0.00,0.00,0.00
116,-1.763359,-5.412214,2.358779,0.042480,-1.002930,-0.105957,0.00,0.00,0.00
117,-0.961832,-3.984733,2.580153,0.063965,-1.003906,-0.108398,0.00,0.00,0.00
118,-1.122137,-4.641221,2.465649,0.055664,-0.984131,-0.089355,0.00,0.00,0.00
119,-1.450382,-5.541985,2.488550,0.039307,-0.995605,-0.099121,0.00,0.00,0.00
120,-1.526718,-5.312977,2.450382,0.036621,-0.989014,-0.095215,0.00,0.00,0.00
121,-1.580153,-5.381679,2.641221,0.040527,-0.993164,-0.096191,0.00,0.00,0.00
122,-1.435115,-5.335878,2.580153,0.038818,-0.933350,-0.101562,0.00,0.00,0.00
123,-2.221374,-6.198473,2.816794,0.023193,-1.012695,-0.095459,0.00,0.00,0.00
124,-1.458015,-5.580153,2.534351,0.038086,-0.989258,-0.099365,0.00,0.00,0.00
125,-1.595420,-5.809160,2.938931,0.032959,-0.980713,-0.087158,0.00,0.00,0.00
126,-1.564885,-7.045802,3.450382,0.004150,-0.980957,-0.094727,0.00,0.00,0.00
127,-1.816794,-6.244275,2.572519,0.037598,-1.004883,-0.117188,0.00,0.00,0.00
128,-1.274809,-5.297710,2.335878,0.046387,-0.990479,-0.106934,0.00,0.00,0.00
129,-1.061069,-5.053435,2.740458,0.023193,-0.977783,-0.106445,0.00,0.00,0.00
130,-0.877863,-5.572519,2.671756,0.017090,-0.983398,-0.099121,0.00,0.00,0.00
131,-0.984733,-5.786260,2.877863,0.014160,-0.926270,-0.102783,0.00,0.00,0.00
132,-1.687023,-6.221374,2.610687,-0.011475,-1.009033,-0.100342,0.00,0.00,0.00
133,-1.015267,-5.763359,2.435115,0.017822,-0.989258,-0.106201,0.00,0.00,0.00
134,-1.274809,-6.099237,2.877863,-0.012695,-0.981934,-0.104980,0.00,0.00,0.00
135,-1.312977,-6.137405,2.526718,-0.020020,-0.979980,-0.121338,0.00,0.00,0.00
136,-1.312977,-5.870229,1.916031,-0.016113,-0.985107,-0.121094,0.00,0.00,0.00
137,0.152672,-6.290076,2.343511,-0.013184,-0.987793,-0.112793,0.00,0.00,0.00
138,-2.053435,-7.740458,2.137405,0.006104,-0.988281,-0.135010,0.00,0.00,0.00
139,-1.625954,-8.503817,2.877863,-0.009277,-0.991211,-0.114014,0.00,0.00,0.00
140,-1.847328,-7.511450,2.458015,-0.000244,-0.935791,-0.116455,0.00,0.00,0.00
141,-2.496183,-8.954198,2.854962,0.018066,-0.990479,-0.111816,0.00,0.00,0.00
142,-2.343511,-8.801527,2.648855,0.037109,-0.976318,-0.106201,0.00,0.00,0.00
143,-2.022901,-9.297710,3.091603,0.025391,-0.987793,-0.099121,0.00,0.00,0.00
144,-1.679389,-8.625954,2.984733,0.011475,-0.989502,-0.092773,0.00,0.00,0.00
145,-0.938931,-8.152672,2.274809,0.028320,-0.975342,-0.103760,0.00,0.00,0.00
146,-2.297710,-10.000000,2.557252,0.023926,-0.990723,-0.116455,0.00,0.00,0.00
147,-1.549618,-8.633588,2.465649,0.031738,-0.992188,-0.099854,0.00,0.00,0.00
148,-1.351145,-7.412214,2.297710,0.030029,-0.961670,-0.097412,0.00,0.00,0.00
149,-1.129771,-8.282443,2.755725,0.009277,-1.001953,-0.087891,0.00,0.00,0.00
150,-0.167939,-9.083969,3.290076,-0.006348,-0.992676,-0.088135,0.00,0.00,0.00
