Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
31,0.22901,-0.13740,0.06870,0.01050,-0.15283,0.98193,0.00,0.00,0.00
32,0.33588,-0.35878,0.00763,0.01636,-0.16602,0.98389,0.00,0.00,0.00
33,0.05344,-0.19847,-0.06870,0.01685,-0.15527,0.98218,0.00,0.00,0.00
34,0.00000,0.06107,0.04580,0.01392,-0.15454,0.98340,0.00,0.00,0.00
35,-0.03817,0.03053,-0.07634,0.01685,-0.15625,0.98877,0.00,0.00,0.00
36,-0.01527,-0.13740,-0.17557,0.01709,-0.15454,0.98291,0.00,0.00,0.00
37,0.10687,-0.13740,-0.12214,0.01514,-0.15112,0.99243,0.00,0.00,0.00
38,0.22901,-0.06107,-0.03053,0.01001,-0.16260,0.98853,0.00,0.00,0.00
39,0.07634,-0.32824,0.07634,0.01562,-0.15503,0.98389,0.00,0.00,0.00
40,0.11450,-0.18321,0.00763,0.01880,-0.15308,0.98462,0.00,0.00,0.00
41,0.01527,-0.25954,-0.19084,0.01245,-0.15723,0.98413,0.00,0.00,0.00
42,-0.01527,-0.01527,0.03053,0.01929,-0.15283,0.98193,0.00,0.00,0.00
43,-0.08397,0.18321,-0.12214,0.01514,-0.15918,0.98437,0.00,0.00,0.00
44,0.03053,-0.16794,-0.10687,0.02100,-0.15771,0.99023,0.00,0.00,0.00
45,-0.10687,-0.16794,-0.04580,0.01001,-0.15527,0.99072,0.00,0.00,0.00
46,0.01527,0.10687,-0.00763,0.01343,-0.15503,0.97632,0.00,0.00,0.00
47,0.00763,0.03053,-0.13740,0.02002,-0.16064,0.98877,0.00,0.00,0.00
48,-0.05344,-0.00763,-0.18321,0.00757,-0.15259,0.98877,0.00,0.00,0.00
49,-0.19084,0.07634,0.00000,0.01904,-0.15625,0.98462,0.00,0.00,0.00
50,-0.22901,-0.03053,-0.13740,0.01953,-0.15454,0.98462,0.00,0.00,0.00
51,0.19847,-0.03053,-0.04580,0.00684,-0.15527,0.98633,0.00,0.00,0.00
52,-0.13740,-0.09160,-0.00763,0.01514,-0.15381,0.98950,0.00,0.00,0.00
53,-0.11450,0.14504,-0.05344,0.01807,-0.15015,0.98877,0.00,0.00,0.00
54,-0.03053,-0.09160,-0.04580,0.01270,-0.15259,0.98804,0.00,0.00,0.00
55,-0.22901,-0.03053,-0.03053,0.01099,-0.15698,0.97534,0.00,0.00,0.00
56,-0.19084,0.00000,-0.12214,0.01367,-0.15137,0.98901,0.00,0.00,0.00
57,-0.14504,0.22137,0.00000,0.02393,-0.16113,0.98682,0.00,0.00,0.00
58,0.07634,-0.01527,0.09924,0.01099,-0.15649,0.98608,0.00,0.00,0.00
59,0.03053,-0.06107,0.11450,0.01318,-0.15576,0.98071,0.00,0.00,0.00
60,0.19084,-0.16031,-0.02290,0.01489,-0.15674,0.98706,0.00,0.00,0.00
61,0.10687,-0.34351,0.04580,0.01733,-0.15430,0.98340,0.00,0.00,0.00
62,-0.22137,0.00000,-0.05344,0.01929,-0.15894,0.98901,0.00,0.00,0.00
63,-0.04580,-0.09160,-0.08397,0.01489,-0.15796,0.98462,0.00,0.00,0.00
64,0.03053,0.08397,-0.16031,0.01831,-0.14795,0.97974,0.00,0.00,0.00
65,-0.09160,-0.01527,-0.06107,0.01147,-0.16357,0.99268,0.00,0.00,0.00
66,0.02290,-0.27481,0.06107,0.01733,-0.15845,0.97754,0.00,0.00,0.00
67,0.05344,0.09160,0.06870,0.01807,-0.16040,0.97632,0.00,0.00,0.00
68,0.09160,0.16794,0.03053,0.01221,-0.15454,0.98657,0.00,0.00,0.00
69,-0.08397,-0.19084,0.09924,0.02148,-0.15869,0.98486,0.00,0.00,0.00
70,-0.12977,0.36641,-0.01527,0.01343,-0.15405,0.98462,0.00,0.00,0.00
71,-0.02290,0.06870,-0.06870,0.01685,-0.15283,0.99365,0.00,0.00,0.00
72,0.19084,-0.13740,-0.00763,0.01782,-0.16016,0.98706,0.00,0.00,0.00
73,0.09160,0.12977,-0.00763,0.01831,-0.15527,0.98120,0.00,0.00,0.00
74,0.01527,-0.02290,0.00763,0.01611,-0.15991,0.98242,0.00,0.00,0.00
75,0.00763,-0.03053,-0.12977,0.01733,-0.15405,0.98340,0.00,0.00,0.00
76,-0.08397,0.21374,0.01527,0.01147,-0.15356,0.97705,0.00,0.00,0.00
77,0.02290,-0.05344,-0.07634,0.01392,-0.15674,0.99487,0.00,0.00,0.00
78,-0.03817,0.04580,-0.12977,0.01001,-0.15625,0.98340,0.00,0.00,0.00
79,-0.14504,0.16794,-0.18321,0.01538,-0.15771,0.98169,0.00,0.00,0.00
80,0.06107,-0.02290,-0.00763,0.01172,-0.15796,0.98511,0.00,0.00,0.00
81,-0.14504,-0.05344,0.07634,0.02051,-0.15649,0.98169,0.00,0.00,0.00
82,-0.09924,0.03817,-0.06107,0.00928,-0.15259,0.98560,0.00,0.00,0.00
83,-0.09160,0.10687,-0.09160,0.01758,-0.14917,0.98877,0.00,0.00,0.00
84,0.03817,-0.13740,-0.02290,0.01465,-0.16504,0.98584,0.00,0.00,0.00
85,-0.08397,-0.28244,0.12977,0.01587,-0.15894,0.98486,0.00,0.00,0.00
86,0.24427,0.00000,0.03817,0.01489,-0.15845,0.98584,0.00,0.00,0.00
87,0.06107,-0.10687,-0.03053,0.02026,-0.15527,0.99707,0.00,0.00,0.00
88,0.09924,-0.03817,0.04580,0.01416,-0.15234,0.98560,0.00,0.00,0.00
89,0.19847,-0.08397,-0.02290,0.00708,-0.15527,0.98096,0.00,0.00,0.00
90,-0.03053,0.00763,-0.10687,0.01294,-0.15601,0.98145,0.00,0.00,0.00
91,-0.15267,0.17557,-0.13740,0.01636,-0.16260,0.98218,0.00,0.00,0.00
92,0.39695,0.03053,0.09924,0.00977,-0.15894,0.97388,0.00,0.00,0.00
93,-0.12214,0.19084,0.00000,0.02002,-0.15527,0.98584,0.00,0.00,0.00
94,0.09160,-0.04580,-0.11450,0.01611,-0.15723,0.99097,0.00,0.00,0.00
95,0.10687,0.02290,-0.12977,0.01147,-0.15430,0.98145,0.00,0.00,0.00
96,0.01527,-0.00763,-0.13740,0.01050,-0.15845,0.98682,0.00,0.00,0.00
97,-0.06107,-0.01527,-0.10687,0.01001,-0.15356,0.98999,0.00,0.00,0.00
98,0.09160,-0.00763,0.02290,0.01538,-0.15332,0.98657,0.00,0.00,0.00
99,0.03053,0.04580,-0.07634,0.01587,-0.15991,0.98145,0.00,0.00,0.00
100,0.16031,0.09924,-0.16031,0.01196,-0.15356,0.98853,0.00,0.00,0.00
101,0.12977,-0.03817,0.04580,0.00977,-0.15210,0.98657,0.00,0.00,0.00
102,0.15267,-0.10687,-0.07634,0.01538,-0.15332,0.97827,0.00,0.00,0.00
103,0.03053,0.07634,0.02290,0.01587,-0.15063,0.98950,0.00,0.00,0.00
104,0.12977,-0.21374,-0.01527,0.01123,-0.15649,0.98584,0.00,0.00,0.00
105,0.12977,-0.12214,-0.09924,0.01611,-0.15234,0.98511,0.00,0.00,0.00
106,-0.03053,-0.00763,-0.00763,0.01465,-0.15796,0.98169,0.00,0.00,0.00
107,0.02290,0.10687,0.00763,0.01562,-0.16016,0.98437,0.00,0.00,0.00
108,0.17557,0.06870,-0.22137,0.01392,-0.15430,0.97925,0.00,0.00,0.00
109,0.04580,-0.11450,0.07634,0.01099,-0.15845,0.98364,0.00,0.00,0.00
110,-0.03817,-0.24427,0.03053,0.01782,-0.15332,0.98853,0.00,0.00,0.00
111,-0.08397,0.11450,0.02290,0.01270,-0.15332,0.98315,0.00,0.00,0.00
112,-0.00763,-0.11450,0.03053,0.01758,-0.16040,0.97827,0.00,0.00,0.00
113,-0.09160,0.04580,-0.07634,0.02026,-0.15503,0.98535,0.00,0.00,0.00
114,-0.15267,-0.01527,-0.17557,0.01929,-0.16064,0.99268,0.00,0.00,0.00
115,-0.18321,0.22137,-0.12977,0.02124,-0.15454,0.98804,0.00,0.00,0.00
116,-0.20611,-0.19847,-0.06107,0.01294,-0.15503,0.98608,0.00,0.00,0.00
117,-0.07634,-0.21374,-0.05344,0.01758,-0.15430,0.98022,0.00,0.00,0.00
118,0.00763,0.10687,-0.11450,0.01953,-0.15552,0.98315,0.00,0.00,0.00
119,-0.15267,0.03817,-0.11450,0.01367,-0.15845,0.99097,0.00,0.00,0.00
120,0.03817,-0.10687,-0.01527,0.01587,-0.15161,0.98315,0.00,0.00,0.00
121,-0.12977,0.07634,-0.12977,0.01416,-0.15649,0.98071,0.00,0.00,0.00
122,0.30534,-0.16794,-0.19847,0.01465,-0.15674,0.98608,0.00,0.00,0.00
123,0.03817,-0.10687,-0.13740,0.01538,-0.15405,0.98267,0.00,0.00,0.00
124,0.07634,-0.14504,0.04580,0.01709,-0.15894,0.98389,0.00,0.00,0.00
125,0.20611,-0.07634,0.03817,0.01660,-0.15918,0.98584,0.00,0.00,0.00
126,-0.05344,-0.01527,-0.03817,0.02295,-0.15332,0.98779,0.00,0.00,0.00
127,0.06107,-0.09160,-0.10687,0.01587,-0.15308,0.98315,0.00,0.00,0.00
128,0.09924,0.14504,-0.11450,0.01294,-0.15186,0.98682,0.00,0.00,0.00
129,0.18321,0.03053,-0.14504,0.00757,-0.15576,0.99121,0.00,0.00,0.00
130,0.12214,-0.15267,0.05344,0.01147,-0.15161,0.98853,0.00,0.00,0.00
131,-0.05344,-0.24427,-0.10687,0.01855,-0.15527,0.99414,0.00,0.00,0.00
132,-0.13740,-0.03053,0.03817,0.01196,-0.15283,0.98926,0.00,0.00,0.00
133,-0.08397,-0.09924,-0.13740,0.02393,-0.15527,0.98535,0.00,0.00,0.00
134,0.09160,0.06107,-0.05344,0.01245,-0.15308,0.99878,0.00,0.00,0.00
135,-0.12977,0.09160,-0.06870,0.01392,-0.15649,0.97876,0.00,0.00,0.00
136,0.21374,0.19847,0.05344,0.01953,-0.15845,0.99414,0.00,0.00,0.00
137,-0.07634,0.03053,-0.22901,0.01807,-0.15723,0.98145,0.00,0.00,0.00
138,0.09160,-0.29771,0.04580,0.00562,-0.15576,0.98975,0.00,0.00,0.00
139,0.03053,-0.17557,-0.12977,0.01196,-0.14990,0.98096,0.00,0.00,0.00
140,0.09160,-0.05344,-0.06107,0.01685,-0.15649,0.97998,0.00,0.00,0.00
141,-0.03053,-0.02290,0.00763,0.01074,-0.15332,0.99536,0.00,0.00,0.00
142,0.06870,0.10687,-0.12214,0.01416,-0.15259,0.98779,0.00,0.00,0.00
143,-0.00763,-0.11450,-0.25191,0.01245,-0.15723,0.99194,0.00,0.00,0.00
144,0.02290,-0.15267,-0.17557,0.01733,-0.15894,0.98584,0.00,0.00,0.00
145,0.03053,-0.06107,-0.03053,0.01807,-0.15649,0.98926,0.00,0.00,0.00
146,0.16794,0.07634,-0.09160,0.01123,-0.15649,0.98437,0.00,0.00,0.00
147,0.17557,0.09924,-0.09924,0.01880,-0.14868,0.99048,0.00,0.00,0.00
148,-0.00763,0.19084,-0.03053,0.01758,-0.15527,0.98267,0.00,0.00,0.00
149,-0.04580,0.16794,-0.14504,0.01099,-0.15625,0.98755,0.00,0.00,0.00
150,0.10687,-0.11450,-0.14504,0.01050,-0.15381,0.98340,0.00,0.00,0.00
151,0.32061,0.00000,-0.03053,0.00928,-0.15723,0.99854,0.00,0.00,0.00
152,0.18321,0.02290,-0.00763,0.01978,-0.15356,0.98486,0.00,0.00,0.00
153,0.29008,-0.26718,-0.01527,0.01562,-0.15308,0.99365,0.00,0.00,0.00
154,0.17557,-0.05344,-0.01527,0.01733,-0.15796,0.97998,0.00,0.00,0.00
155,0.26718,-0.03817,-0.03817,0.01929,-0.15991,0.97144,0.00,0.00,0.00
156,0.25954,-0.14504,-0.12214,0.01416,-0.15356,0.98633,0.00,0.00,0.00
157,0.01527,-0.13740,-0.03817,0.01953,-0.15137,0.98145,0.00,0.00,0.00
158,0.40458,-0.09924,-0.01527,0.01953,-0.15845,0.99072,0.00,0.00,0.00
159,0.25954,-0.07634,-0.17557,0.01465,-0.15186,0.98486,0.00,0.00,0.00
160,0.10687,-0.07634,-0.08397,0.01709,-0.15356,0.99023,0.00,0.00,0.00
161,-0.18321,0.12214,0.04580,0.01733,-0.16211,0.98926,0.00,0.00,0.00
162,0.06870,-0.06107,-0.12214,0.01416,-0.15356,0.98633,0.00,0.00,0.00
163,-0.01527,0.23664,-0.07634,0.01440,-0.14990,0.98804,0.00,0.00,0.00
164,-0.05344,-0.06870,-0.06107,0.01099,-0.15210,0.98975,0.00,0.00,0.00
165,0.11450,-0.16031,0.15267,0.01318,-0.15698,0.98389,0.00,0.00,0.00
166,0.05344,0.06107,-0.06107,0.02466,-0.15967,0.97607,0.00,0.00,0.00
167,-0.20611,0.11450,0.08397,0.01855,-0.15918,0.99243,0.00,0.00,0.00
168,0.04580,-0.00763,-0.18321,0.01245,-0.15405,0.98145,0.00,0.00,0.00
169,-0.06107,-0.12214,-0.03817,0.01465,-0.16138,0.98682,0.00,0.00,0.00
170,-0.07634,-0.00763,0.06870,0.01343,-0.15527,0.98413,0.00,0.00,0.00
171,-0.04580,0.09924,-0.14504,0.01392,-0.15210,0.98657,0.00,0.00,0.00
172,-0.15267,-0.05344,-0.21374,0.01685,-0.15186,0.98560,0.00,0.00,0.00
173,0.01527,-0.23664,-0.21374,0.01562,-0.15869,0.98560,0.00,0.00,0.00
174,-0.00763,0.06107,-0.14504,0.01465,-0.15747,0.98877,0.00,0.00,0.00
175,0.12977,0.11450,-0.16794,0.01099,-0.15845,0.98901,0.00,0.00,0.00
176,0.12977,0.12977,-0.09924,0.01050,-0.15796,0.98437,0.00,0.00,0.00
177,-0.19847,0.04580,0.08397,0.01587,-0.15137,0.98755,0.00,0.00,0.00
178,0.18321,0.03053,-0.03817,0.01465,-0.15698,0.97876,0.00,0.00,0.00
179,0.16031,-0.18321,-0.01527,0.01831,-0.15430,0.98022,0.00,0.00,0.00
180,-0.06870,-0.28244,-0.19084,0.00952,-0.15405,0.98730,0.00,0.00,0.00
181,0.03817,-0.32824,-0.16031,0.01880,-0.15503,0.98633,0.00,0.00,0.00
182,-0.35878,-0.21374,-0.12977,0.01343,-0.15967,0.98169,0.00,0.00,0.00
183,-0.10687,-0.09924,0.01527,0.01953,-0.15454,0.97900,0.00,0.00,0.00
184,0.00000,0.09924,-0.07634,0.01465,-0.15112,0.98389,0.00,0.00,0.00
185,0.18321,0.03053,-0.08397,0.01611,-0.15747,0.98364,0.00,0.00,0.00
186,-0.12214,-0.10687,-0.07634,0.01416,-0.15601,0.99023,0.00,0.00,0.00
187,-0.11450,-0.05344,-0.00763,0.01562,-0.15503,0.98120,0.00,0.00,0.00
188,-0.16794,0.09924,-0.26718,0.01514,-0.15283,0.98193,0.00,0.00,0.00
189,-0.34351,-0.39695,-0.05344,0.01758,-0.14868,0.98071,0.00,0.00,0.00
190,-0.25954,-0.19847,0.01527,0.01782,-0.15454,0.98706,0.00,0.00,0.00
191,-0.34351,-0.16031,-0.27481,0.01465,-0.14819,0.99487,0.00,0.00,0.00
192,-0.31298,0.07634,0.01527,0.01270,-0.16040,0.98022,0.00,0.00,0.00
193,-0.22137,-0.04580,-0.22137,0.01660,-0.15381,0.98413,0.00,0.00,0.00
194,-0.10687,-0.12977,-0.08397,0.01294,-0.15308,0.98486,0.00,0.00,0.00
195,-0.16794,0.07634,-0.04580,0.01392,-0.15088,0.99023,0.00,0.00,0.00
196,-0.12214,0.08397,-0.21374,0.01343,-0.15723,0.98486,0.00,0.00,0.00
197,-0.12977,0.01527,-0.20611,0.01245,-0.15015,0.98120,0.00,0.00,0.00
198,-0.20611,0.05344,-0.08397,0.01929,-0.15649,0.99194,0.00,0.00,0.00
199,-0.31298,-0.06870,-0.06870,0.01099,-0.15039,0.98706,0.00,0.00,0.00
200,-0.49618,0.03817,0.08397,0.01416,-0.15527,0.99268,0.00,0.00,0.00
201,-0.32824,0.12977,-0.21374,0.01245,-0.15576,0.99292,0.00,0.00,0.00
202,-0.12977,-0.13740,-0.16031,0.01807,-0.15088,0.98999,0.00,0.00,0.00
203,-0.10687,-0.12214,-0.18321,0.01221,-0.15308,0.98950,0.00,0.00,0.00
204,-0.27481,0.16031,-0.01527,0.02051,-0.15723,0.98022,0.00,0.00,0.00
205,-0.18321,0.16794,-0.09160,0.01440,-0.15820,0.98560,0.00,0.00,0.00
206,-0.33588,0.00763,-0.16031,0.01196,-0.15210,0.98901,0.00,0.00,0.00
207,-0.03053,0.13740,0.06870,0.01514,-0.15869,0.98511,0.00,0.00,0.00
208,-0.19084,0.16031,-0.06107,0.00586,-0.15381,0.98584,0.00,0.00,0.00
209,-0.33588,0.09160,-0.09924,0.01392,-0.15869,0.98608,0.00,0.00,0.00
210,-0.29008,0.14504,-0.18321,0.00903,-0.15381,0.98315,0.00,0.00,0.00
211,0.00000,0.12977,-0.03053,0.01880,-0.15918,0.98804,0.00,0.00,0.00
212,-0.14504,0.03053,-0.19847,0.01465,-0.15698,0.98535,0.00,0.00,0.00
213,-0.27481,0.18321,0.09924,0.01831,-0.14941,0.98071,0.00,0.00,0.00
214,-0.08397,0.20611,-0.04580,0.01562,-0.15381,0.98462,0.00,0.00,0.00
215,-0.06107,-0.03053,-0.01527,0.01465,-0.15308,0.98975,0.00,0.00,0.00
216,-0.11450,-0.01527,-0.32061,0.01318,-0.15649,0.98535,0.00,0.00,0.00
217,-0.11450,0.15267,-0.08397,0.00928,-0.15454,0.98267,0.00,0.00,0.00
218,-0.21374,0.18321,0.08397,0.01538,-0.15674,0.98657,0.00,0.00,0.00
219,-0.06107,0.15267,-0.12214,0.01318,-0.15503,0.97778,0.00,0.00,0.00
220,-0.25954,-0.06870,-0.11450,0.01831,-0.16138,0.98486,0.00,0.00,0.00
221,0.12977,0.16794,-0.12214,0.01685,-0.15869,0.98901,0.00,0.00,0.00
222,-0.05344,0.09160,-0.03053,0.00854,-0.15454,0.98340,0.00,0.00,0.00
223,-0.05344,0.21374,-0.16794,0.01904,-0.15576,0.99316,0.00,0.00,0.00
224,-0.12977,0.03817,-0.13740,0.01489,-0.15576,0.98999,0.00,0.00,0.00
225,-0.00763,0.35878,-0.00763,0.01562,-0.15308,0.98145,0.00,0.00,0.00
226,-0.25191,-0.03053,-0.03817,0.01514,-0.15503,0.98853,0.00,0.00,0.00
227,0.04580,0.09924,-0.17557,0.01709,-0.15161,0.98437,0.00,0.00,0.00
228,-0.02290,0.05344,-0.18321,0.01562,-0.15625,0.98804,0.00,0.00,0.00
229,-0.13740,0.32061,0.00000,0.01514,-0.15698,0.98608,0.00,0.00,0.00
230,-0.18321,0.40458,-0.09924,0.01123,-0.15747,0.98193,0.00,0.00,0.00
231,0.00000,0.06107,-0.10687,0.01904,-0.15625,0.98242,0.00,0.00,0.00
232,0.13740,0.09160,-0.22137,0.01123,-0.15576,0.97583,0.00,0.00,0.00
233,-0.05344,0.04580,-0.00763,0.01514,-0.15259,0.98389,0.00,0.00,0.00
234,-0.11450,0.09160,-0.14504,0.01099,-0.15356,0.98462,0.00,0.00,0.00
235,-0.15267,-0.00763,0.02290,0.01074,-0.15356,0.98145,0.00,0.00,0.00
236,-0.06870,0.08397,-0.08397,0.01636,-0.15674,0.98560,0.00,0.00,0.00
237,0.03817,0.19847,-0.03817,0.01099,-0.15991,0.98755,0.00,0.00,0.00
238,-0.09924,-0.10687,0.05344,0.01709,-0.15259,0.98218,0.00,0.00,0.00
239,0.00000,0.17557,0.06107,0.00806,-0.15942,0.98291,0.00,0.00,0.00
240,0.09924,-0.10687,-0.16031,0.01294,-0.15576,0.97778,0.00,0.00,0.00
241,0.00000,-0.05344,-0.12214,0.01367,-0.15991,0.98584,0.00,0.00,0.00
242,-0.06870,0.10687,-0.06870,0.01538,-0.15479,0.99390,0.00,0.00,0.00
243,-0.12214,-0.06107,0.01527,0.01172,-0.15503,0.98535,0.00,0.00,0.00
244,-0.07634,-0.04580,-0.09160,0.00854,-0.15869,0.98657,0.00,0.00,0.00
245,0.11450,0.22137,-0.06107,0.01709,-0.15698,0.97827,0.00,0.00,0.00
246,0.18321,0.19847,-0.23664,0.02197,-0.15771,0.99072,0.00,0.00,0.00
247,-0.15267,0.21374,-0.18321,0.01392,-0.15894,0.98071,0.00,0.00,0.00
248,0.04580,0.05344,0.02290,0.01221,-0.15381,0.98462,0.00,0.00,0.00
249,0.09924,0.22901,-0.04580,0.01367,-0.15674,0.98682,0.00,0.00,0.00
250,-0.19084,0.16031,-0.00763,0.01147,-0.15503,0.97461,0.00,0.00,0.00
251,0.34351,-0.00763,-0.08397,0.01367,-0.15698,0.98633,0.00,0.00,0.00
252,0.21374,-0.09924,-0.01527,0.01270,-0.15332,0.99292,0.00,0.00,0.00
253,0.22137,-0.16031,-0.03053,0.02100,-0.15332,0.97900,0.00,0.00,0.00
254,0.12214,-0.12977,0.03817,0.01636,-0.16260,0.98291,0.00,0.00,0.00
255,0.16794,-0.12214,-0.15267,0.01196,-0.15332,0.98560,0.00,0.00,0.00
256,-0.03053,0.09924,0.07634,0.00977,-0.15112,0.97852,0.00,0.00,0.00
257,-0.10687,0.24427,0.01527,0.01367,-0.15356,0.98218,0.00,0.00,0.00
258,0.28244,-0.19084,-0.07634,0.01343,-0.15601,0.98706,0.00,0.00,0.00
259,-0.14504,-0.03817,0.22901,0.01489,-0.15869,0.98340,0.00,0.00,0.00
260,-0.03053,-0.13740,0.03053,0.01636,-0.15503,0.98950,0.00,0.00,0.00
261,-0.02290,-0.00763,-0.32824,0.01367,-0.15259,0.97900,0.00,0.00,0.00
262,0.00000,-0.12977,-0.01527,0.01465,-0.15088,0.98901,0.00,0.00,0.00
263,-0.02290,-0.06870,-0.09160,0.01685,-0.15649,0.98096,0.00,0.00,0.00
264,-0.17557,-0.18321,-0.14504,0.00903,-0.15161,0.99536,0.00,0.00,0.00
265,0.08397,-0.07634,-0.12214,0.01270,-0.15308,0.99097,0.00,0.00,0.00
266,0.02290,-0.09160,-0.03817,0.01294,-0.15332,0.98901,0.00,0.00,0.00
267,-0.23664,-0.11450,-0.22137,0.01685,-0.15869,0.98242,0.00,0.00,0.00
268,-0.13740,0.16794,0.03817,0.01001,-0.15454,0.98169,0.00,0.00,0.00
269,-0.11450,0.09160,-0.11450,0.01343,-0.15552,0.97095,0.00,0.00,0.00
270,-0.21374,0.06107,-0.22137,0.01294,-0.15283,0.98022,0.00,0.00,0.00
271,-0.24427,-0.01527,-0.10687,0.01245,-0.15918,0.98267,0.00,0.00,0.00
272,-0.07634,-0.03817,-0.00763,0.01367,-0.15576,0.98877,0.00,0.00,0.00
273,-0.20611,0.03053,-0.22901,0.01294,-0.15576,0.98999,0.00,0.00,0.00
274,-0.32824,0.16794,-0.04580,0.01587,-0.15576,0.98584,0.00,0.00,0.00
275,-0.19084,0.14504,0.00763,0.01489,-0.15625,0.98804,0.00,0.00,0.00
276,-0.27481,-0.13740,-0.03817,0.01147,-0.16162,0.98267,0.00,0.00,0.00
277,-0.11450,0.22901,-0.03817,0.01221,-0.15479,0.98389,0.00,0.00,0.00
278,-0.09160,0.20611,-0.36641,0.01636,-0.15381,0.98657,0.00,0.00,0.00
279,-0.13740,0.00763,-0.21374,0.00879,-0.15112,0.97778,0.00,0.00,0.00
280,-0.29008,-0.05344,-0.19847,0.01074,-0.15942,0.98608,0.00,0.00,0.00
281,-0.21374,0.03053,-0.01527,0.01636,-0.15967,0.97705,0.00,0.00,0.00
282,0.05344,-0.09160,-0.00763,0.01245,-0.15698,0.98462,0.00,0.00,0.00
283,-0.09160,0.22901,-0.06107,0.01562,-0.15601,0.99243,0.00,0.00,0.00
284,-0.14504,0.13740,-0.28244,0.01123,-0.15991,0.98437,0.00,0.00,0.00
285,-0.07634,-0.09924,-0.06107,0.01587,-0.16064,0.98706,0.00,0.00,0.00
286,0.03053,-0.05344,0.06107,0.01294,-0.15649,0.98389,0.00,0.00,0.00
287,0.05344,-0.06107,0.00763,0.00708,-0.15381,0.98926,0.00,0.00,0.00
288,0.22137,-0.13740,0.00000,0.01294,-0.16089,0.98584,0.00,0.00,0.00
289,0.06107,-0.02290,-0.04580,0.01782,-0.15283,0.98950,0.00,0.00,0.00
290,0.04580,-0.06870,0.06107,0.01147,-0.14990,0.98437,0.00,0.00,0.00
291,0.01527,-0.14504,-0.01527,0.01514,-0.15942,0.98437,0.00,0.00,0.00
292,-0.12214,-0.02290,-0.05344,0.01831,-0.15674,0.98486,0.00,0.00,0.00
293,-0.01527,-0.01527,-0.15267,0.01367,-0.15552,0.98437,0.00,0.00,0.00
294,0.03053,-0.15267,-0.04580,0.01001,-0.15601,0.98413,0.00,0.00,0.00
